example_id,member_rank,comment_id,platform_username,account,actor_type_primary,network_position,hcc_id,video_id,video_url,tiktok_comment_url_candidate,brand,comment_text_presentation,sentiment,sentiment_attribute_status
PPT_SIM_001,1,7200230023101154074,glowup_ct95907,glowup_ct95907,Community Actor,HCC,20,7182401543491128602,https://www.tiktok.com/@susiyuliani30/video/7182401543491128602?_r=1&_t=ZS-977UoX2jLJ2,https://www.tiktok.com/@susiyuliani30/video/7182401543491128602?_r=1&_t=ZS-977UoX2jLJ2&comment_id=7200230023101154074,Maryame,gimana cara pesan nya mbak,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_001,2,7447095730144412424,rosinah96,MASS_5bf22c8e960f,Mass Actor,Outside LCN,,7385065641595653382,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm&comment_id=7447095730144412424,Maryame,gimana cara pesan nya mbak,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_001,3,7230256714229056283,sanshandi,MASS_85410bd32a0e,Mass Actor,Outside LCN,,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=7230256714229056283,The Originote,cara pesan nya gimana,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_001,4,7425405693882204933,sophiejosephie,MASS_9d9225a256ab,Mass Actor,Outside LCN,,7421364555957275910,https://www.tiktok.com/@maryame.official/video/7421364555957275910?_r=1&_t=ZS-977UipTvK8V,https://www.tiktok.com/@maryame.official/video/7421364555957275910?_r=1&_t=ZS-977UipTvK8V&comment_id=7425405693882204933,Maryame,cara pesan nya gimana ya kak,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_002,1,3479460057990512310,cantiknyata_r3c06m01x3833,cantiknyata_r3c06m01x3833,Community Actor,HCC,99,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=3479460057990512310,The Originote,"aku juga udah coba, cocok bgt sama tipe kulitku",Positive,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_002,2,6045011306607764494,cantiknyata_r3c06m04x5441,cantiknyata_r3c06m04x5441,Community Actor,HCC,99,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=6045011306607764494,The Originote,"aku juga udah coba, cocok bgt sama tipe kulitku",Positive,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_002,3,7159877433512691696,glowcheck_r3c10m02x8990,glowcheck_r3c10m02x8990,Community Actor,HCC,112,7429265515434036485,https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A,https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A&comment_id=7159877433512691696,Maryame,"aku juga udah coba, cocok bgt sama tipe kulitku",Positive,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_002,4,5004857292852534225,glowcheck_r3c10m05x2485,glowcheck_r3c10m05x2485,Community Actor,HCC,112,7361323225038540037,https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG,https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG&comment_id=5004857292852534225,Maryame,"aku juga udah coba, cocok bgt sama tipe kulitku",Positive,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_003,1,7348951857350181637,park.hoon.lovee,MASS_7d4a6a9e9d97,Mass Actor,Outside LCN,,7306081689422351622,https://www.tiktok.com/@dww.srtk/video/7306081689422351622?_r=1&_t=ZS-9701GJQuJW6,https://www.tiktok.com/@dww.srtk/video/7306081689422351622?_r=1&_t=ZS-9701GJQuJW6&comment_id=7348951857350181637,The Originote,tipe kulit apa??,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_003,2,7368818891593843462,totallynotcamelia,MASS_8b3e67c9b96e,Mass Actor,Outside LCN,,7122773893844061466,https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4,https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4&comment_id=7368818891593843462,The Originote,tipe kulit Kaka apa?,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_003,3,7208263146044932890,2823oet,MASS_9f84bf515c45,Mass Actor,Outside LCN,,7185096421220158747,https://www.tiktok.com/@fvajar_/video/7185096421220158747?_r=1&_t=ZS-97075OonDV3,https://www.tiktok.com/@fvajar_/video/7185096421220158747?_r=1&_t=ZS-97075OonDV3&comment_id=7208263146044932890,Azarine,tipe kulit apa?,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_003,4,7132812329314911003,panggilaja_baee,MASS_dda24e89f9bb,Mass Actor,Outside LCN,,7129446710400601371,https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F&comment_id=7132812329314911003,The Originote,tipe kulit apa?,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_004,1,7400524052118815494,ansyashine,ansyashine,Individual Actor,Outside LCN,,7313383346447322373,https://www.tiktok.com/@ansyashine/video/7313383346447322373?_r=1&_t=ZS-97070Klua9J,https://www.tiktok.com/@ansyashine/video/7313383346447322373?_r=1&_t=ZS-97070Klua9J&comment_id=7400524052118815494,Azarine,2x seminggu aja kak,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_004,2,7350225062732546821,adistiii_19,MASS_28e25cde2e0b,Mass Actor,Outside LCN,,7340938843190725893,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z&comment_id=7350225062732546821,Daviena,2x seminggu,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_004,3,7381735218808767238,annapan26,MASS_4a90f0fbc28e,Mass Actor,Outside LCN,,7312025661835578629,https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS,https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS&comment_id=7381735218808767238,Daviena,seminggu 2x,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_004,4,7189019847661142810,_sundaze.9,MASS_d27e60c1e817,Mass Actor,Outside LCN,,7188119070884056347,https://www.tiktok.com/@theoriginote/video/7188119070884056347?_r=1&_t=ZS-9701SLa3cpE,https://www.tiktok.com/@theoriginote/video/7188119070884056347?_r=1&_t=ZS-9701SLa3cpE&comment_id=7189019847661142810,The Originote,2x seminggu aja kak,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_005,1,7216563374971683611,racun_ct1114,racun_ct1114,Community Actor,HCC,48,7167562475641048347,https://www.tiktok.com/@notforsheil/video/7167562475641048347?_r=1&_t=ZS-977Ufvqeo8w,https://www.tiktok.com/@notforsheil/video/7167562475641048347?_r=1&_t=ZS-977Ufvqeo8w&comment_id=7216563374971683611,Maryame,🥰🥰,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_005,2,7397321676899271430,reviewjujur_ct97003,reviewjujur_ct97003,Community Actor,HCC,50,7397028146429709573,https://www.tiktok.com/@skincarebyw/video/7397028146429709573?_r=1&_t=ZS-977QLwAWBLp,https://www.tiktok.com/@skincarebyw/video/7397028146429709573?_r=1&_t=ZS-977QLwAWBLp&comment_id=7397321676899271430,Azarine,🥰🥰,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_005,3,7183718224822551322,skinbestie_ct5848,skinbestie_ct5848,Community Actor,HCC,48,7167562475641048347,https://www.tiktok.com/@notforsheil/video/7167562475641048347?_r=1&_t=ZS-977Ufvqeo8w,https://www.tiktok.com/@notforsheil/video/7167562475641048347?_r=1&_t=ZS-977Ufvqeo8w&comment_id=7183718224822551322,Maryame,🥰🥰,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_005,4,7423211747005399814,maryame.official,maryame.official,Individual Actor,Outside LCN,,7421835937988070662,https://www.tiktok.com/@maryame.official/video/7421835937988070662?_r=1&_t=ZS-9702TytN66E,https://www.tiktok.com/@maryame.official/video/7421835937988070662?_r=1&_t=ZS-9702TytN66E&comment_id=7423211747005399814,Maryame,🥰🥰,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_006,1,7388566583894917893,beauty_ct61338,beauty_ct61338,Community Actor,HCC,1,7385065641595653382,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm&comment_id=7388566583894917893,Maryame,keranjang kuning nya gk ada teh 🙏🙏,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_006,2,7371579576966054661,cellynstore_,cellynstore_,Individual Actor,Outside LCN,,7235406683676167430,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv&comment_id=7371579576966054661,The Originote,lgsg cek keranjang kuning aja kk,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_006,3,7217647206026248986,dicannnns,dicannnns,Individual Actor,Outside LCN,,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=7217647206026248986,The Originote,cek keranjang kuning kak,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_006,4,7284994374902776582,faniabsaa,faniabsaa,Individual Actor,Outside LCN,,7284446766534102277,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1&comment_id=7284994374902776582,Daviena,Keranjang kuning ku yaa,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_007,1,7262614175997707013,beautyaddict_ct7716,beautyaddict_ct7716,Community Actor,HCC,18,7242204399928593669,https://www.tiktok.com/@namicwn_/video/7242204399928593669?_r=1&_t=ZS-9701v2mMfZa,https://www.tiktok.com/@namicwn_/video/7242204399928593669?_r=1&_t=ZS-9701v2mMfZa&comment_id=7262614175997707013,The Originote,cara pakenya gimana,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_007,2,7357907969609253637,risaseptiani12,MASS_1c3342dff275,Mass Actor,Outside LCN,,7357662447248968966,https://www.tiktok.com/@thisisalulaa/photo/7357662447248968966?_r=1&_t=ZS-970En9Gwumu,https://www.tiktok.com/@thisisalulaa/photo/7357662447248968966?_r=1&_t=ZS-970En9Gwumu&comment_id=7357907969609253637,Daviena,CARA PAKENYA GIMANA KAK,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_007,3,7247000926752408325,noviayulistia,MASS_53c49239caac,Mass Actor,Outside LCN,,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=7247000926752408325,The Originote,cara pakenya gimana kak?,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_007,4,7213282395700036379,zikrilhaqim,MASS_f41a9f00f8a3,Mass Actor,Outside LCN,,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=7213282395700036379,The Originote,cara pakenya gimana,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_008,1,7247488391083311877,cellynstore_,cellynstore_,Individual Actor,Outside LCN,,7235406683676167430,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv&comment_id=7247488391083311877,The Originote,bisa,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_008,2,7225853743047836442,dicannnns,dicannnns,Individual Actor,Outside LCN,,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=7225853743047836442,The Originote,bisa,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_008,3,7284719427214787333,lookatmeeh__,lookatmeeh__,Individual Actor,Outside LCN,,7258280563352587526,https://www.tiktok.com/@lookatmeeh__/video/7258280563352587526?_r=1&_t=ZS-977UFiP0TS6,https://www.tiktok.com/@lookatmeeh__/video/7258280563352587526?_r=1&_t=ZS-977UFiP0TS6&comment_id=7284719427214787333,The Originote,Bisa,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_008,4,7315066038268527366,vivianmarguerre,vivianmarguerre,Individual Actor,Outside LCN,,7237379067773766917,https://www.tiktok.com/@vivianmarguerre/video/7237379067773766917?_r=1&_t=ZS-9706fNQFwJ7,https://www.tiktok.com/@vivianmarguerre/video/7237379067773766917?_r=1&_t=ZS-9706fNQFwJ7&comment_id=7315066038268527366,Azarine,Bisa,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_009,1,7418512371817906950,cellynstore_,cellynstore_,Individual Actor,Outside LCN,,7235406683676167430,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv&comment_id=7418512371817906950,The Originote,bolehh,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_009,2,7341048322990555909,juliadoang08,juliadoang08,Individual Actor,Outside LCN,,7340938843190725893,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z&comment_id=7341048322990555909,Daviena,bolehh kok,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_009,3,7349922314538943238,namicwn_,namicwn_,Individual Actor,Outside LCN,,7242204399928593669,https://www.tiktok.com/@namicwn_/video/7242204399928593669?_r=1&_t=ZS-9701v2mMfZa,https://www.tiktok.com/@namicwn_/video/7242204399928593669?_r=1&_t=ZS-9701v2mMfZa&comment_id=7349922314538943238,The Originote,Bolehh kaa,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_009,4,7130594161484710682,tiarach18,tiarach18,Individual Actor,Outside LCN,,7129446710400601371,https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F&comment_id=7130594161484710682,The Originote,Bolehh,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_010,1,7291827364518291823A,glowingid_rr53578,glowingid_rr53578,Community Actor,HCC,62,7291631421565832453,https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj,https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj&comment_id=7291827364518291823A,Daviena,makasih infonya kak 🙏 beneran (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_010,2,7291827364518291915A,skinclub_rr74871,skinclub_rr74871,Community Actor,HCC,58,7291631421565832453,https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj,https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj&comment_id=7291827364518291915A,Daviena,makasih infonya kak 🙏 🙏 (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_010,3,7291827364518291927A,dearskin_rr87701,MASS_01c2bfc1703b,Mass Actor,LCN Non-HCC,,7507827983269350661,https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4,https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4&comment_id=7291827364518291927A,Maryame,makasih infonya kak 🙏 (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_010,4,7291827364518291737A,kulitcerah_rr27261,MASS_0e01e67a1e82,Mass Actor,LCN Non-HCC,,7430007251076697350,https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0,https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0&comment_id=7291827364518291737A,Maryame,makasih infonya kak 🙏 😊 (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_011,1,7291827364518291729A,beautyaddict_rr41856,beautyaddict_rr41856,Community Actor,HCC,34,7418812570569641221,https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr,https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr&comment_id=7291827364518291729A,Daviena,"wah baru tau, makasih infonyaa!! (160)",Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_011,2,7291827364518291843A,bestieku_rr99428,bestieku_rr99428,Community Actor,HCC,86,7185096421220158747,https://www.tiktok.com/@fvajar_/video/7185096421220158747?_r=1&_t=ZS-97075OonDV3,https://www.tiktok.com/@fvajar_/video/7185096421220158747?_r=1&_t=ZS-97075OonDV3&comment_id=7291827364518291843A,Azarine,"wah baru tau, makasih infonyaa 😍 (160)",Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_011,3,7291827364518291874A,glowingid_rr53578,glowingid_rr53578,Community Actor,HCC,62,7279666593129434374,https://www.tiktok.com/@deswitatata2/video/7279666593129434374?_r=1&_t=ZS-9702EZVUuGo,https://www.tiktok.com/@deswitatata2/video/7279666593129434374?_r=1&_t=ZS-9702EZVUuGo&comment_id=7291827364518291874A,Maryame,"wah baru tau, makasih infonyaa (160)",Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_011,4,7291827364518291523A,skinclub_rr29031,skinclub_rr29031,Community Actor,HCC,184,7129446710400601371,https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F&comment_id=7291827364518291523A,The Originote,"wah baru tau, makasih infonyaa ✨",Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_012,1,7363643457498137349,kulitglowing_ct49929,kulitglowing_ct49929,Community Actor,HCC,17,7363584993148357894,https://www.tiktok.com/@mayhapid2/video/7363584993148357894?_r=1&_t=ZS-977UjZATiFU,https://www.tiktok.com/@mayhapid2/video/7363584993148357894?_r=1&_t=ZS-977UjZATiFU&comment_id=7363643457498137349,Maryame,berapa harga nya teh,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_012,2,7448782292632748806,herdut23,MASS_04fdddb2de9b,Mass Actor,Outside LCN,,7429636271552728326,https://www.tiktok.com/@maryame.official/video/7429636271552728326?_r=1&_t=ZS-977Uh8qlFYI,https://www.tiktok.com/@maryame.official/video/7429636271552728326?_r=1&_t=ZS-977Uh8qlFYI&comment_id=7448782292632748806,Maryame,harga nya berapa ya kk,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_012,3,7227326622297621275,kurniati5225,MASS_068b2d102514,Mass Actor,Outside LCN,,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=7227326622297621275,The Originote,berapa harga teh,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
